(393.75 18.75), (403.125 28.125)
(384.375 9.375), (393.75 18.75)
(393.75 9.375), (403.125 18.75)
(384.375 18.75), (393.75 28.125)
(403.125 18.75), (412.5 28.125)
(393.75 28.125), (403.125 37.5)
(403.125 28.125), (412.5 37.5)
