(356.25 234.375), (365.625 243.75)
(346.875 225), (356.25 234.375)
(346.875 234.375), (356.25 243.75)
(356.25 225), (365.625 234.375)
(365.625 234.375), (375 243.75)
(356.25 243.75), (375 262.5)
