(150 468.75), (159.375 478.125)
(140.625 459.375), (150 468.75)
(140.625 468.75), (150 478.125)
(150 459.375), (159.375 468.75)
(159.375 468.75), (168.75 478.125)
(150 478.125), (159.375 487.5)
(159.375 478.125), (168.75 487.5)
