(206.25 581.25), (215.625 590.625)
(187.5 562.5), (206.25 581.25)
(206.25 562.5), (225 581.25)
(196.875 581.25), (206.25 590.625)
(215.625 581.25), (225 590.625)
(206.25 590.625), (215.625 600)
(215.625 590.625), (225 600)
