(140.625 337.5), (150 346.875)
(131.25 328.125), (140.625 337.5)
(140.625 328.125), (150 337.5)
(131.25 337.5), (140.625 346.875)
(140.625 346.875), (150 356.25)
(150 337.5), (159.375 346.875)
(150 346.875), (159.375 356.25)
