(581.25 478.125), (590.625 487.5)
(562.5 468.75), (581.25 487.5)
(581.25 468.75), (590.625 478.125)
(590.625 478.125), (600 487.5)
(581.25 487.5), (590.625 496.875)
(590.625 487.5), (600 496.875)
