(9.375 431.25), (18.75 440.625)
(0 421.875), (9.375 431.25)
(9.375 421.875), (18.75 431.25)
(0 431.25), (9.375 440.625)
(9.375 440.625), (18.75 450)
(18.75 431.25), (37.5 450)
