(140.625 534.375), (150 543.75)
(131.25 525), (140.625 534.375)
(140.625 525), (150 534.375)
(131.25 534.375), (140.625 543.75)
(140.625 543.75), (150 553.125)
(150 534.375), (159.375 543.75)
(150 543.75), (159.375 553.125)
