(131.25 337.5), (140.625 346.875)
(112.5 318.75), (131.25 337.5)
(131.25 328.125), (140.625 337.5)
(112.5 337.5), (131.25 356.25)
(140.625 337.5), (150 346.875)
(131.25 346.875), (140.625 356.25)
(140.625 346.875), (150 356.25)
