(534.375 459.375), (543.75 468.75)
(525 450), (534.375 459.375)
(534.375 450), (543.75 459.375)
(525 459.375), (534.375 468.75)
(543.75 459.375), (553.125 468.75)
(525 468.75), (543.75 487.5)
(543.75 468.75), (562.5 487.5)
