(468.75 562.5), (487.5 581.25)
(450 525), (487.5 562.5)
(450 562.5), (468.75 581.25)
(478.125 581.25), (487.5 590.625)
(487.5 562.5), (506.25 581.25)
(487.5 581.25), (496.875 590.625)
