(140.625 478.125), (150 487.5)
(131.25 468.75), (140.625 478.125)
(140.625 468.75), (150 478.125)
(131.25 478.125), (140.625 487.5)
(140.625 487.5), (150 496.875)
(150 478.125), (159.375 487.5)
(150 487.5), (159.375 496.875)
