(140.625 403.125), (150 412.5)
(131.25 393.75), (140.625 403.125)
(140.625 393.75), (150 403.125)
(131.25 403.125), (140.625 412.5)
(140.625 412.5), (150 421.875)
(150 403.125), (159.375 412.5)
(150 412.5), (159.375 421.875)
