(150 412.5), (159.375 421.875)
(140.625 403.125), (150 412.5)
(140.625 412.5), (150 421.875)
(150 403.125), (159.375 412.5)
(159.375 412.5), (168.75 421.875)
(150 421.875), (159.375 431.25)
(159.375 421.875), (168.75 431.25)
