(393.75 28.125), (403.125 37.5)
(384.375 18.75), (393.75 28.125)
(384.375 28.125), (393.75 37.5)
(393.75 18.75), (403.125 28.125)
(403.125 28.125), (412.5 37.5)
(393.75 37.5), (403.125 46.875)
(403.125 37.5), (412.5 46.875)
