(150 459.375), (159.375 468.75)
(140.625 450), (150 459.375)
(140.625 459.375), (150 468.75)
(150 450), (159.375 459.375)
(159.375 459.375), (168.75 468.75)
(150 468.75), (159.375 478.125)
(159.375 468.75), (168.75 478.125)
