(140.625 300), (150 309.375)
(131.25 290.625), (140.625 300)
(140.625 290.625), (150 300)
(131.25 300), (140.625 309.375)
(140.625 309.375), (150 318.75)
(150 300), (159.375 309.375)
(150 309.375), (159.375 318.75)
