(384.375 206.25), (393.75 215.625)
(375 196.875), (384.375 206.25)
(384.375 196.875), (393.75 206.25)
(375 206.25), (384.375 215.625)
(384.375 215.625), (393.75 225)
(393.75 206.25), (403.125 215.625)
(393.75 215.625), (403.125 225)
