(150 581.25), (159.375 590.625)
(140.625 571.875), (150 581.25)
(140.625 581.25), (150 590.625)
(150 571.875), (159.375 581.25)
(159.375 581.25), (168.75 590.625)
(150 590.625), (159.375 600)
(159.375 590.625), (168.75 600)
