Depth,Map,Width,Height,PointA,PointB,Time1,Time2,Time3,Time4,Time5,Time6,Time7,Time8,Time9,Time10,AvgTime,Distance,NodesVisited
5,B,1500,1500,(100 100),(1400 1400),0.001993,0.000997,0.001995,0.001996,0.00299,0.001995,0.001995,0.001994,0.001995,0.001995,0.0019945,2152.19,287
5,B,3000,3000,(200 200),(2800 200),0.001994,0.001994,0.001995,0.001994,0.001995,0.001995,0.001994,0.001995,0.002992,0.001994,0.0020942,5641.58,276
5,B,3000,3000,(200 2800),(2800 200),0.001988,0.001995,0.001995,0.002003,0.001986,0.001995,0.001995,0.001994,0.001995,0.001995,0.0019941,6269.93,277
5,B,3000,3000,(200 2800),(2800 2800),0.001995,0.000998,0.001995,0.000997,0.001994,0.000998,0.001994,0.001994,0.001996,0.001998,0.0016959,4920.93,280
5,B,3000,3000,(200 200),(2800 2800),0.002992,0.002004,0.00199,0.002992,0.001995,0.003,0.001995,0.001988,0.001992,0.000999,0.0021947,4292.57,310
6,A,100,100,(6 6),(93 6),0.002952,0.001995,0.002034,0.001998,0.001991,0.001956,0.001993,0.002035,0.001998,0.001952,0.0020904,147.905,353
6,A,100,100,(6 93),(93 6),0.003035,0.002992,0.002989,0.00395,0.002991,0.002992,0.002992,0.002992,0.003033,0.002991,0.0030957,161.812,435
6,A,100,100,(6 93),(93 93),0.000997,0.001995,0.002022,0.002992,0.001967,0.002993,0.003031,0.001967,0.00298,0.003036,0.002398,152.545,341
6,A,100,100,(6 6),(93 93),0.002992,0.001995,0.001994,0.002038,0.001994,0.00295,0.002031,0.002052,0.001984,0.002994,0.0023024,138.638,368
6,A,200,200,(13 13),(186 13),0.002286,0.001028,0.000997,0.001994,0.001995,0.002949,0.002025,0.000966,0.000997,0.000997,0.0016234,284.728,234
6,A,200,200,(13 186),(186 13),0.001952,0.001994,0.001995,0.000998,0.001994,0.001995,0.000997,0.001995,0.001994,0.001995,0.0017909,318.744,288
6,A,200,200,(13 186),(186 186),0.000997,0.001995,0.001994,0.002001,0.001989,0.000997,0.001994,0.000998,0.001995,0.000997,0.0015957,302.453,309
6,A,200,200,(13 13),(186 186),0.000998,0.001999,0.001999,0.00099,0.001001,0.000994,0.000997,0.001995,0.001008,0.000986,0.0012967,268.437,289
6,A,400,400,(26 26),(373 26),0.000997,0.000997,0.000997,0.000997,0.001995,0.000998,0.000997,0.000997,0.000997,0.000998,0.001097,575.488,228
6,A,400,400,(26 373),(373 26),0.001996,0.000995,0.001995,0.000997,0.001995,0.001002,0.001989,0.000998,0.001994,0.000998,0.0014959,644.175,271
6,A,400,400,(26 373),(373 373),0.000997,0.000997,0.000997,0.000997,0.000998,0.002014,0.000978,0.000997,0.000998,0.001995,0.0011968,608.55,303
6,A,400,400,(26 26),(373 373),0.001994,0.000998,0.001994,0.001996,0.000999,0.001992,0.001995,0.001994,0.000998,0.001995,0.0016955,539.863,360
6,A,500,500,(33 33),(466 33),0.000998,0.000997,0.001006,0.001995,0.000993,0.000996,0.000998,0.000997,0.000998,0.001,0.0010978,718.115,228
6,A,500,500,(33 466),(466 33),0.001992,0.000998,0.001994,0.000997,0.001995,0.000997,0.001994,0.000998,0.001995,0.000997,0.0014957,804.144,271
6,A,500,500,(33 466),(466 466),0.000988,0.000997,0.000997,0.001995,0.000998,0.001994,0.000998,0.000997,0.000997,0.001995,0.0012956,759.797,303
6,A,500,500,(33 33),(466 466),0.001995,0.000997,0.001995,0.001994,0.000998,0.001994,0.001995,0.000997,0.001995,0.001995,0.0016955,673.768,360
6,A,600,600,(40 40),(560 40),0.001996,0.000996,0.001995,0.000997,0.001995,0.000997,0.001994,0.000998,0.000998,0.001994,0.001496,861.44,228
6,A,600,600,(40 560),(560 40),0.001981,0.000992,0.001995,0.000996,0.001996,0.000997,0.001994,0.000997,0.001995,0.000998,0.0014941,965.507,271
6,A,600,600,(40 560),(560 560),0.000997,0.001995,0.000997,0.000997,0.001995,0.000997,0.000998,0.001998,0.000996,0.000995,0.0012965,913.155,303
6,A,600,600,(40 40),(560 560),0.001994,0.001995,0.000997,0.001995,0.001996,0.001993,0.001995,0.000997,0.001995,0.001994,0.0017951,809.088,360
6,A,1000,1000,(66 66),(933 66),0.001029,0.000999,0.001996,0.001,0.000995,0.000999,0.000999,0.000998,0.000995,0.000956,0.0010966,1436.92,228
6,A,1000,1000,(66 933),(933 66),0.002034,0.002956,0.000995,0.001994,0.000998,0.001994,0.000998,0.001995,0.000998,0.001994,0.0016956,1609.66,271
6,A,1000,1000,(66 933),(933 933),0.00099,0.001995,0.000997,0.000997,0.000998,0.001996,0.000996,0.000997,0.001995,0.000997,0.0012958,1521.7,303
6,A,1000,1000,(66 66),(933 933),0.000999,0.001994,0.001997,0.000996,0.001993,0.001998,0.001993,0.001994,0.000997,0.001995,0.0016956,1348.95,360
6,A,1500,1500,(100 100),(1400 100),0.001,0.001997,0.000974,0.001023,0.001,0.000994,0.000999,0.00196,0.001595,0.000997,0.0012539,2153.6,229
6,A,1500,1500,(100 1400),(1400 100),0.000998,0.001994,0.001995,0.000997,0.001995,0.000997,0.001995,0.000997,0.001995,0.000997,0.001496,2413.77,271
6,A,1500,1500,(100 1400),(1400 1400),0.000997,0.000997,0.001995,0.000997,0.001995,0.001003,0.000992,0.001994,0.000997,0.000998,0.0012965,2282.89,303
6,A,1500,1500,(100 100),(1400 1400),0.001992,0.000998,0.001994,0.001995,0.000997,0.001995,0.001996,0.000996,0.001994,0.001996,0.0016953,2022.72,360
6,A,3000,3000,(200 200),(2800 200),0.001994,0.001001,0.00098,0.001014,0.002956,0.000997,0.001995,0.002038,0.001952,0.001023,0.001595,4307.2,231
6,A,3000,3000,(200 2800),(2800 200),0.001993,0.001994,0.001997,0.001,0.002032,0.000981,0.002007,0.000998,0.002002,0.001988,0.0016992,4827.54,273
6,A,3000,3000,(200 2800),(2800 2800),0.000978,0.001995,0.001023,0.001969,0.000998,0.001994,0.001023,0.001011,0.001994,0.000998,0.0013983,4565.77,303
6,A,3000,3000,(200 200),(2800 2800),0.00203,0.002,0.001981,0.001967,0.001995,0.002992,0.003034,0.001991,0.002,0.002949,0.0022939,4045.44,362
6,B,100,100,(6 6),(93 6),0.002992,0.003989,0.003989,0.00399,0.00399,0.002991,0.00399,0.003989,0.003989,0.00399,0.0037899,171.93,580
6,B,100,100,(6 93),(93 6),0.004953,0.005983,0.004986,0.00399,0.004986,0.00399,0.004986,0.00399,0.004986,0.004987,0.0047837,192.83,598
6,B,100,100,(6 93),(93 93),0.001995,0.001994,0.001994,0.001995,0.001994,0.001995,0.001994,0.001995,0.001995,0.001995,0.0019946,151.115,424
6,B,100,100,(6 6),(93 93),0.002031,0.002954,0.001995,0.001995,0.002992,0.001995,0.001994,0.002993,0.001994,0.002992,0.0023935,135.59,412
6,B,200,200,(13 13),(186 13),0.002953,0.002992,0.002992,0.003028,0.002955,0.002993,0.002992,0.00299,0.003989,0.00399,0.0031874,326.922,444
6,B,200,200,(13 186),(186 13),0.002991,0.00399,0.00399,0.003989,0.002992,0.003989,0.002992,0.003989,0.002992,0.002992,0.0034906,373.643,478
6,B,200,200,(13 186),(186 186),0.001994,0.000997,0.001995,0.001994,0.000998,0.001994,0.001995,0.001995,0.001995,0.000997,0.0016954,309.544,321
6,B,200,200,(13 13),(186 186),0.001994,0.000997,0.001995,0.001996,0.00299,0.000998,0.001995,0.000997,0.001996,0.001994,0.0017952,270.937,304
6,B,400,400,(26 26),(373 26),0.004987,0.004999,0.004974,0.003997,0.004974,0.003989,0.002992,0.002992,0.002992,0.004987,0.0041883,655.485,468
6,B,400,400,(26 373),(373 26),0.005984,0.005998,0.00597,0.004343,0.006982,0.005981,0.009977,0.005981,0.005983,0.006981,0.006418,748.599,494
6,B,400,400,(26 373),(373 373),0.001995,0.001994,0.000997,0.002992,0.002009,0.001995,0.001994,0.002993,0.001994,0.001995,0.0020958,621.158,356
6,B,400,400,(26 26),(373 373),0.001993,0.001996,0.001996,0.001993,0.000997,0.001995,0.000997,0.001995,0.001995,0.000997,0.0016954,538.399,343
6,B,500,500,(33 33),(466 33),0.00399,0.002992,0.003989,0.003869,0.003986,0.004002,0.003989,0.004987,0.004987,0.005984,0.0042775,818.111,511
6,B,500,500,(33 466),(466 33),0.004987,0.004986,0.005986,0.003987,0.00399,0.003989,0.004987,0.004986,0.005985,0.004987,0.004887,934.674,503
6,B,500,500,(33 466),(466 466),0.001995,0.002992,0.001995,0.001994,0.002992,0.001995,0.002992,0.002992,0.001994,0.001995,0.0023936,775.556,356
6,B,500,500,(33 33),(466 466),0.001994,0.000999,0.003001,0.001984,0.001996,0.001993,0.001995,0.001995,0.001994,0.002993,0.0020944,671.937,343
6,B,600,600,(40 40),(560 40),0.004988,0.002992,0.002991,0.003988,0.002995,0.003987,0.002992,0.002993,0.002991,0.003996,0.0034913,982.616,457
6,B,600,600,(40 560),(560 40),0.005995,0.003983,0.002991,0.00399,0.004986,0.004992,0.004986,0.00399,0.003989,0.004987,0.0044889,1107.79,480
6,B,600,600,(40 560),(560 560),0.001995,0.000997,0.001995,0.000999,0.001995,0.000997,0.001994,0.000996,0.001996,0.000997,0.0014961,932.066,312
6,B,600,600,(40 40),(560 560),0.001994,0.001996,0.001994,0.002992,0.002005,0.001985,0.001994,0.001995,0.001994,0.001995,0.0020944,806.891,321
6,B,1000,1000,(66 66),(933 66),0.003989,0.004988,0.004986,0.004987,0.005984,0.005985,0.00399,0.004985,0.004987,0.003987,0.0048868,1664.22,545
6,B,1000,1000,(66 933),(933 66),0.003988,0.003991,0.003988,0.00399,0.002991,0.00399,0.003989,0.003989,0.002992,0.00399,0.0037898,1872.15,513
6,B,1000,1000,(66 933),(933 933),0.001994,0.001995,0.001995,0.001014,0.001988,0.001992,0.001993,0.001996,0.001995,0.000997,0.0017959,1553.21,269
6,B,1000,1000,(66 66),(933 933),0.001994,0.002001,0.002015,0.000982,0.002033,0.001995,0.001956,0.002991,0.001995,0.002991,0.0020953,1345.29,380
6,B,1500,1500,(100 100),(1400 100),0.003989,0.004986,0.003991,0.003989,0.004988,0.002992,0.003989,0.00299,0.003989,0.002998,0.0038901,2490.75,520
6,B,1500,1500,(100 1400),(1400 100),0.005976,0.004987,0.004986,0.004987,0.005984,0.00399,0.003989,0.003989,0.003994,0.003985,0.0046867,2826.33,578
