Depth,Map,Width,Height,PointA,PointB,Time1,Time2,Time3,Time4,Time5,Time6,Time7,Time8,Time9,Time10,AvgTime,Distance,NodesVisited
5,A,1500,1500,(100 1400),(1400 100),0.006025,0.00499,0.005982,0.004983,0.006983,0.005979,0.005982,0.005995,0.005984,0.005983,0.0058886,5877.47,174
5,A,1500,1500,(100 1400),(1400 1400),0.004,0.003986,0.004994,0.003987,0.003987,0.00399,0.00299,0.003992,0.003988,0.004983,0.0040897,4651.83,136
5,A,1500,1500,(100 100),(1400 1400),0.002992,0.002992,0.002995,0.00199,0.00395,0.002034,0.002996,0.001993,0.002991,0.00299,0.0027923,5389.24,125
5,A,3000,3000,(200 200),(2800 200),0.003966,0.003973,0.004034,0.003992,0.003986,0.003984,0.00399,0.003987,0.004019,0.003965,0.0039896,8974.73,132
5,A,3000,3000,(200 2800),(2800 200),0.004995,0.005973,0.004997,0.004984,0.004988,0.004985,0.004985,0.004984,0.006952,0.005024,0.0052867,11706.8,168
5,A,3000,3000,(200 2800),(2800 2800),0.003998,0.003994,0.003985,0.00399,0.002992,0.003947,0.005017,0.004002,0.00399,0.003945,0.003986,9303.65,136
5,A,3000,3000,(200 200),(2800 2800),0.002999,0.00298,0.002999,0.001994,0.002995,0.002988,0.001998,0.001993,0.002989,0.002992,0.0026927,10778.5,125
5,B,100,100,(6.66667 6.66667),(93.3333 6.66667),0.004993,0.003983,0.004986,0.004984,0.004991,0.003986,0.004985,0.004974,0.004012,0.00494,0.0046834,321.187,157
5,B,100,100,(6.66667 93.3333),(93.3333 6.66667),0.004988,0.005964,0.006996,0.005985,0.004989,0.005984,0.005987,0.005983,0.005985,0.005984,0.0058845,413.765,189
5,B,100,100,(6.66667 93.3333),(93.3333 93.3333),0.003035,0.002993,0.001992,0.002991,0.001992,0.002996,0.002992,0.001994,0.003983,0.001993,0.0026961,314.546,108
5,B,100,100,(6.66667 6.66667),(93.3333 93.3333),0.001997,0.00199,0.001002,0.00299,0.000995,0.001997,0.001993,0.001,0.001995,0.001991,0.001795,364.913,82
5,B,200,200,(13.3333 13.3333),(186.667 13.3333),0.004994,0.005972,0.004998,0.003991,0.004981,0.004987,0.003989,0.005976,0.003957,0.005029,0.0048874,675.798,183
5,B,200,200,(13.3333 186.667),(186.667 13.3333),0.007028,0.005981,0.005984,0.005979,0.006982,0.006989,0.005976,0.004992,0.005988,0.006979,0.0062878,851.833,208
5,B,200,200,(13.3333 186.667),(186.667 186.667),0.001989,0.00299,0.002997,0.002981,0.003004,0.001951,0.003037,0.002992,0.001991,0.002992,0.0026924,635.9,110
5,B,200,200,(13.3333 13.3333),(186.667 186.667),0.001986,0.001973,0.002021,0.001998,0.001995,0.001995,0.001992,0.001993,0.001998,0.001995,0.0019946,737.501,98
5,B,400,400,(26.6667 26.6667),(373.333 26.6667),0.003983,0.005007,0.004968,0.004981,0.004988,0.003988,0.004987,0.00499,0.005967,0.005991,0.004985,1351.6,188
5,B,400,400,(26.6667 373.333),(373.333 26.6667),0.006981,0.004944,0.00498,0.005987,0.006976,0.004992,0.005989,0.004981,0.005981,0.00599,0.0057801,1703.67,207
5,B,400,400,(26.6667 373.333),(373.333 373.333),0.002989,0.002992,0.001997,0.003982,0.002002,0.002992,0.001999,0.002993,0.002988,0.001994,0.0026928,1271.8,110
5,B,400,400,(26.6667 26.6667),(373.333 373.333),0.002013,0.002983,0.003,0.001992,0.002,0.001993,0.001997,0.002987,0.002,0.002991,0.0023956,1475,97
5,B,500,500,(33.3333 33.3333),(466.667 33.3333),0.006975,0.006964,0.005012,0.005971,0.004994,0.004989,0.005962,0.005011,0.004988,0.003983,0.0054849,1689.5,189
5,B,500,500,(33.3333 466.667),(466.667 33.3333),0.00598,0.005996,0.005979,0.004984,0.006982,0.004991,0.005983,0.005982,0.005955,0.005017,0.0057849,2129.58,208
5,B,500,500,(33.3333 466.667),(466.667 466.667),0.003032,0.002001,0.002945,0.003037,0.00299,0.001995,0.002993,0.002991,0.001994,0.001993,0.0025971,1589.75,110
5,B,500,500,(33.3333 33.3333),(466.667 466.667),0.003037,0.001994,0.001997,0.00199,0.002988,0.001995,0.001997,0.00199,0.001998,0.001995,0.0021981,1843.75,97
5,B,600,600,(40 40),(560 40),0.004997,0.004984,0.004989,0.003991,0.005975,0.004991,0.004985,0.004992,0.00498,0.004987,0.0049871,2027.39,189
5,B,600,600,(40 560),(560 40),0.006981,0.004989,0.006978,0.005986,0.004986,0.005981,0.004987,0.005984,0.00598,0.005989,0.0058841,2555.5,208
5,B,600,600,(40 560),(560 560),0.003038,0.001949,0.003035,0.001998,0.002988,0.002991,0.002976,0.001995,0.002993,0.002991,0.0026954,1907.7,110
5,B,600,600,(40 40),(560 560),0.002041,0.002989,0.001996,0.001951,0.002035,0.001999,0.002989,0.001993,0.001995,0.001995,0.0021983,2212.5,97
5,B,1000,1000,(66.6667 66.6667),(933.333 66.6667),0.004989,0.004984,0.005981,0.005951,0.006029,0.00594,0.005024,0.004985,0.004987,0.005978,0.0054848,3458.63,197
5,B,1000,1000,(66.6667 933.333),(933.333 66.6667),0.005965,0.007018,0.005967,0.005997,0.005986,0.006976,0.005989,0.005986,0.006964,0.006995,0.0063843,4338.8,217
5,B,1000,1000,(66.6667 933.333),(933.333 933.333),0.002993,0.002992,0.001995,0.003989,0.001995,0.002992,0.002992,0.001995,0.002992,0.001994,0.0026929,3179.5,110
5,B,1000,1000,(66.6667 66.6667),(933.333 933.333),0.003035,0.001995,0.001953,0.002033,0.001996,0.002989,0.001994,0.001997,0.002983,0.002002,0.0022977,3687.51,97
5,B,1500,1500,(100 100),(1400 100),0.004979,0.005987,0.004982,0.006009,0.005961,0.004986,0.004987,0.00499,0.005981,0.004948,0.005381,5187.94,196
5,B,1500,1500,(100 1400),(1400 100),0.005982,0.005988,0.005983,0.005983,0.005982,0.006982,0.005984,0.005983,0.004986,0.006941,0.0060794,6508.2,216
