(168.75 506.25), (187.5 525)
(159.375 496.875), (168.75 506.25)
(168.75 487.5), (187.5 506.25)
(159.375 506.25), (168.75 515.625)
(159.375 515.625), (168.75 525)
(187.5 487.5), (225 525)
(168.75 525), (187.5 543.75)
(187.5 525), (225 562.5)
