(150 515.625), (159.375 525)
(140.625 506.25), (150 515.625)
(140.625 515.625), (150 525)
(150 506.25), (159.375 515.625)
(159.375 515.625), (168.75 525)
(150 525), (159.375 534.375)
(159.375 525), (168.75 534.375)
