(131.25 421.875), (140.625 431.25)
(112.5 412.5), (131.25 431.25)
(131.25 412.5), (140.625 421.875)
(140.625 421.875), (150 431.25)
(131.25 431.25), (140.625 440.625)
(140.625 431.25), (150 440.625)
