(581.25 140.625), (590.625 150)
(562.5 131.25), (581.25 150)
(581.25 131.25), (590.625 140.625)
(590.625 140.625), (600 150)
(581.25 150), (590.625 159.375)
(590.625 150), (600 159.375)
