(487.5 562.5), (506.25 581.25)
(450 525), (487.5 562.5)
(487.5 525), (525 562.5)
(468.75 562.5), (487.5 581.25)
(506.25 562.5), (525 581.25)
(496.875 581.25), (506.25 590.625)
(506.25 581.25), (515.625 590.625)
