(581.25 581.25), (590.625 590.625)
(562.5 562.5), (581.25 581.25)
(581.25 571.875), (590.625 581.25)
(571.875 581.25), (581.25 590.625)
(590.625 581.25), (600 590.625)
(581.25 590.625), (590.625 600)
(590.625 590.625), (600 600)
