(18.75 412.5), (37.5 431.25)
(9.375 403.125), (18.75 412.5)
(18.75 393.75), (37.5 412.5)
(9.375 412.5), (18.75 421.875)
(9.375 421.875), (18.75 431.25)
(18.75 431.25), (37.5 450)
(37.5 412.5), (75 450)
