(356.25 571.875), (365.625 581.25)
(337.5 562.5), (356.25 581.25)
(356.25 562.5), (365.625 571.875)
(365.625 571.875), (375 581.25)
(356.25 581.25), (365.625 590.625)
(365.625 581.25), (375 590.625)
