(384.375 9.375), (393.75 18.75)
(375 0), (384.375 9.375)
(384.375 0), (393.75 9.375)
(375 9.375), (384.375 18.75)
(393.75 9.375), (403.125 18.75)
(384.375 18.75), (393.75 28.125)
(393.75 18.75), (403.125 28.125)
