(112.5 468.75), (131.25 487.5)
(75 450), (112.5 487.5)
(112.5 450), (131.25 468.75)
(131.25 468.75), (140.625 478.125)
(131.25 478.125), (140.625 487.5)
(112.5 487.5), (131.25 506.25)
(131.25 487.5), (140.625 496.875)
