(131.25 562.5), (140.625 571.875)
(112.5 543.75), (131.25 562.5)
(131.25 553.125), (140.625 562.5)
(112.5 562.5), (131.25 581.25)
(140.625 562.5), (150 571.875)
(131.25 571.875), (140.625 581.25)
(140.625 571.875), (150 581.25)
