(18.75 281.25), (37.5 300)
(9.375 271.875), (18.75 281.25)
(18.75 262.5), (37.5 281.25)
(9.375 281.25), (18.75 290.625)
(9.375 290.625), (18.75 300)
(37.5 262.5), (75 300)
(18.75 300), (37.5 318.75)
(37.5 300), (75 337.5)
