(281.25 300), (290.625 309.375)
(262.5 262.5), (300 300)
(271.875 300), (281.25 309.375)
(290.625 300), (300 309.375)
(281.25 309.375), (290.625 318.75)
(290.625 309.375), (300 318.75)
