(206.25 131.25), (215.625 140.625)
(187.5 112.5), (206.25 131.25)
(206.25 112.5), (225 131.25)
(196.875 131.25), (206.25 140.625)
(215.625 131.25), (225 140.625)
(206.25 140.625), (215.625 150)
(215.625 140.625), (225 150)
