(112.5 581.25), (121.875 590.625)
(93.75 562.5), (112.5 581.25)
(103.125 581.25), (112.5 590.625)
(112.5 562.5), (131.25 581.25)
(121.875 581.25), (131.25 590.625)
(112.5 590.625), (121.875 600)
(121.875 590.625), (131.25 600)
