(150 318.75), (159.375 328.125)
(140.625 309.375), (150 318.75)
(140.625 318.75), (150 328.125)
(150 309.375), (159.375 318.75)
(159.375 318.75), (168.75 328.125)
(150 328.125), (159.375 337.5)
(159.375 328.125), (168.75 337.5)
