(506.25 450), (515.625 459.375)
(487.5 431.25), (506.25 450)
(506.25 431.25), (525 450)
(496.875 450), (506.25 459.375)
(515.625 450), (525 459.375)
(506.25 459.375), (515.625 468.75)
(515.625 459.375), (525 468.75)
