(140.625 309.375), (150 318.75)
(131.25 300), (140.625 309.375)
(140.625 300), (150 309.375)
(131.25 309.375), (140.625 318.75)
(140.625 318.75), (150 328.125)
(150 309.375), (159.375 318.75)
(150 318.75), (159.375 328.125)
