(215.625 131.25), (225 140.625)
(206.25 112.5), (225 131.25)
(206.25 131.25), (215.625 140.625)
(215.625 140.625), (225 150)
(225 131.25), (234.375 140.625)
(225 140.625), (234.375 150)
