(393.75 112.5), (403.125 121.875)
(384.375 103.125), (393.75 112.5)
(393.75 103.125), (403.125 112.5)
(384.375 112.5), (393.75 121.875)
(403.125 112.5), (412.5 121.875)
(393.75 121.875), (403.125 131.25)
(403.125 121.875), (412.5 131.25)
