(318.75 562.5), (337.5 581.25)
(300 525), (337.5 562.5)
(300 562.5), (318.75 581.25)
(328.125 581.25), (337.5 590.625)
(337.5 562.5), (356.25 581.25)
(337.5 581.25), (346.875 590.625)
