(412.5 18.75), (431.25 37.5)
(403.125 9.375), (412.5 18.75)
(403.125 18.75), (412.5 28.125)
(403.125 28.125), (412.5 37.5)
(412.5 9.375), (421.875 18.75)
(431.25 18.75), (450 37.5)
(412.5 37.5), (450 75)
