(140.625 553.125), (150 562.5)
(131.25 543.75), (140.625 553.125)
(140.625 543.75), (150 553.125)
(131.25 553.125), (140.625 562.5)
(140.625 562.5), (150 571.875)
(150 553.125), (159.375 562.5)
(150 562.5), (159.375 571.875)
