(384.375 65.625), (393.75 75)
(375 56.25), (384.375 65.625)
(384.375 56.25), (393.75 65.625)
(375 65.625), (384.375 75)
(393.75 65.625), (403.125 75)
(384.375 75), (393.75 84.375)
(393.75 75), (403.125 84.375)
