(9.375 403.125), (18.75 412.5)
(0 393.75), (9.375 403.125)
(9.375 393.75), (18.75 403.125)
(0 403.125), (9.375 412.5)
(18.75 393.75), (37.5 412.5)
(9.375 412.5), (18.75 421.875)
(18.75 412.5), (37.5 431.25)
