(487.5 9.375), (496.875 18.75)
(478.125 0), (487.5 9.375)
(478.125 9.375), (487.5 18.75)
(487.5 0), (496.875 9.375)
(496.875 9.375), (506.25 18.75)
(487.5 18.75), (506.25 37.5)
