(384.375 46.875), (393.75 56.25)
(375 37.5), (384.375 46.875)
(384.375 37.5), (393.75 46.875)
(375 46.875), (384.375 56.25)
(393.75 46.875), (403.125 56.25)
(384.375 56.25), (393.75 65.625)
(393.75 56.25), (403.125 65.625)
