(9.375 103.125), (18.75 112.5)
(0 93.75), (9.375 103.125)
(9.375 93.75), (18.75 103.125)
(0 103.125), (9.375 112.5)
(18.75 93.75), (37.5 112.5)
(9.375 112.5), (18.75 121.875)
(18.75 112.5), (37.5 131.25)
