(356.25 459.375), (365.625 468.75)
(337.5 450), (356.25 468.75)
(356.25 450), (365.625 459.375)
(365.625 459.375), (375 468.75)
(356.25 468.75), (365.625 478.125)
(365.625 468.75), (375 478.125)
