(150 525), (159.375 534.375)
(140.625 515.625), (150 525)
(140.625 525), (150 534.375)
(150 515.625), (159.375 525)
(159.375 525), (168.75 534.375)
(150 534.375), (159.375 543.75)
(159.375 534.375), (168.75 543.75)
