(112.5 9.375), (121.875 18.75)
(103.125 0), (112.5 9.375)
(103.125 9.375), (112.5 18.75)
(112.5 0), (121.875 9.375)
(121.875 9.375), (131.25 18.75)
(112.5 18.75), (131.25 37.5)
