(356.25 543.75), (365.625 553.125)
(337.5 525), (356.25 543.75)
(356.25 534.375), (365.625 543.75)
(337.5 543.75), (356.25 562.5)
(365.625 543.75), (375 553.125)
(356.25 553.125), (365.625 562.5)
(365.625 553.125), (375 562.5)
