(337.5 543.75), (356.25 562.5)
(300 525), (337.5 562.5)
(337.5 525), (356.25 543.75)
(356.25 543.75), (365.625 553.125)
(356.25 553.125), (365.625 562.5)
(337.5 562.5), (356.25 581.25)
(356.25 562.5), (365.625 571.875)
