(159.375 431.25), (168.75 440.625)
(150 421.875), (159.375 431.25)
(159.375 421.875), (168.75 431.25)
(150 431.25), (159.375 440.625)
(159.375 440.625), (168.75 450)
(168.75 431.25), (187.5 450)
