(525 459.375), (534.375 468.75)
(515.625 450), (525 459.375)
(515.625 459.375), (525 468.75)
(525 450), (534.375 459.375)
(534.375 459.375), (543.75 468.75)
(525 468.75), (543.75 487.5)
