(562.5 75), (581.25 93.75)
(525 37.5), (562.5 75)
(562.5 56.25), (581.25 75)
(525 75), (562.5 112.5)
(581.25 75), (590.625 84.375)
(581.25 84.375), (590.625 93.75)
(562.5 93.75), (581.25 112.5)
(581.25 93.75), (590.625 103.125)
