(9.375 412.5), (18.75 421.875)
(0 403.125), (9.375 412.5)
(9.375 403.125), (18.75 412.5)
(0 412.5), (9.375 421.875)
(9.375 421.875), (18.75 431.25)
(18.75 412.5), (37.5 431.25)
