(187.5 112.5), (206.25 131.25)
(150 75), (187.5 112.5)
(187.5 75), (225 112.5)
(168.75 112.5), (187.5 131.25)
(206.25 112.5), (225 131.25)
(196.875 131.25), (206.25 140.625)
(206.25 131.25), (215.625 140.625)
