(403.125 150), (412.5 159.375)
(393.75 140.625), (403.125 150)
(403.125 140.625), (412.5 150)
(393.75 150), (403.125 159.375)
(403.125 159.375), (412.5 168.75)
(412.5 150), (450 187.5)
