(112.5 375), (131.25 393.75)
(75 337.5), (112.5 375)
(112.5 356.25), (131.25 375)
(75 375), (112.5 412.5)
(131.25 375), (140.625 384.375)
(131.25 384.375), (140.625 393.75)
(112.5 393.75), (131.25 412.5)
(131.25 393.75), (140.625 403.125)
