(140.625 318.75), (150 328.125)
(131.25 309.375), (140.625 318.75)
(140.625 309.375), (150 318.75)
(131.25 318.75), (140.625 328.125)
(140.625 328.125), (150 337.5)
(150 318.75), (159.375 328.125)
(150 328.125), (159.375 337.5)
