(9.375 168.75), (18.75 178.125)
(0 159.375), (9.375 168.75)
(9.375 159.375), (18.75 168.75)
(0 168.75), (9.375 178.125)
(9.375 178.125), (18.75 187.5)
(18.75 168.75), (37.5 187.5)
