(131.25 384.375), (140.625 393.75)
(112.5 375), (131.25 393.75)
(131.25 375), (140.625 384.375)
(140.625 384.375), (150 393.75)
(131.25 393.75), (140.625 403.125)
(140.625 393.75), (150 403.125)
